"﻿head","tail","relation","weight"
"Schema:User Profiles, Posts, Comments","Attribute:Education","HAS_ATTRIBUTE",""
"Attribute:Education","AttributeType:text","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:Bio","HAS_ATTRIBUTE",""
"Attribute:Bio","AttributeType:text","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:PostID","HAS_ATTRIBUTE",""
"Attribute:PostID","AttributeType:numeric","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:Content","HAS_ATTRIBUTE",""
"Attribute:Content","AttributeType:text","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:DatePosted","HAS_ATTRIBUTE",""
"Attribute:DatePosted","AttributeType:date","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:Likes","HAS_ATTRIBUTE",""
"Attribute:Likes","AttributeType:numeric","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:Dislikes","HAS_ATTRIBUTE",""
"Attribute:Dislikes","AttributeType:numeric","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:CommentID","HAS_ATTRIBUTE",""
"Attribute:CommentID","AttributeType:numeric","HAS_TYPE",""
"Schema:User Profiles, Posts, Comments","Attribute:DateCommented","HAS_ATTRIBUTE",""
"Attribute:DateCommented","AttributeType:date","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Product ID","HAS_ATTRIBUTE",""
"Attribute:Product ID","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:SKU","HAS_ATTRIBUTE",""
"Attribute:SKU","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Price","HAS_ATTRIBUTE",""
"Attribute:Price","AttributeType:numeric","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Quantity","HAS_ATTRIBUTE",""
"Attribute:Quantity","AttributeType:numeric","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Order Date","HAS_ATTRIBUTE",""
"Attribute:Order Date","AttributeType:date","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Delivery Date","HAS_ATTRIBUTE",""
"Attribute:Delivery Date","AttributeType:date","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Supplier ID","HAS_ATTRIBUTE",""
"Attribute:Supplier ID","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Customer ID","HAS_ATTRIBUTE",""
"Attribute:Customer ID","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Warehouse ID","HAS_ATTRIBUTE",""
"Attribute:Warehouse ID","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Transaction ID","HAS_ATTRIBUTE",""
"Attribute:Transaction ID","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Product Description","HAS_ATTRIBUTE",""
"Attribute:Product Description","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Shipping Address","HAS_ATTRIBUTE",""
"Attribute:Shipping Address","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Supplier Name","HAS_ATTRIBUTE",""
"Attribute:Supplier Name","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Customer Name","HAS_ATTRIBUTE",""
"Attribute:Customer Name","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Tracking Number","HAS_ATTRIBUTE",""
"Attribute:Tracking Number","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Carrier","HAS_ATTRIBUTE",""
"Attribute:Carrier","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Warehouse Name","HAS_ATTRIBUTE",""
"Attribute:Warehouse Name","AttributeType:text","HAS_TYPE",""
"Schema:Products, Orders, Inventory, Suppliers, Customers","Attribute:Product Name","HAS_ATTRIBUTE",""
"Attribute:Product Name","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Article ID","HAS_ATTRIBUTE",""
"Attribute:Article ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Title","HAS_ATTRIBUTE",""
"Attribute:Title","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Body","HAS_ATTRIBUTE",""
"Attribute:Body","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Publication date","HAS_ATTRIBUTE",""
"Attribute:Publication date","AttributeType:date","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Author ID","HAS_ATTRIBUTE",""
"Attribute:Author ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Author name","HAS_ATTRIBUTE",""
"Attribute:Author name","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Author email","HAS_ATTRIBUTE",""
"Attribute:Author email","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Author bio","HAS_ATTRIBUTE",""
"Attribute:Author bio","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Comment ID","HAS_ATTRIBUTE",""
"Attribute:Comment ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Comment body","HAS_ATTRIBUTE",""
"Attribute:Comment body","AttributeType:text","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Comment date","HAS_ATTRIBUTE",""
"Attribute:Comment date","AttributeType:date","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Category ID","HAS_ATTRIBUTE",""
"Attribute:Category ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Articles, Authors, Comments, Categories","Attribute:Category name","HAS_ATTRIBUTE",""
"Attribute:Category name","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:HotelID","HAS_ATTRIBUTE",""
"Attribute:HotelID","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:HotelName","HAS_ATTRIBUTE",""
"Attribute:HotelName","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:HotelLocation","HAS_ATTRIBUTE",""
"Attribute:HotelLocation","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:HotelRating","HAS_ATTRIBUTE",""
"Attribute:HotelRating","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:HotelPrice","HAS_ATTRIBUTE",""
"Attribute:HotelPrice","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:FlightID","HAS_ATTRIBUTE",""
"Attribute:FlightID","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:DepartureLocation","HAS_ATTRIBUTE",""
"Attribute:DepartureLocation","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ArrivalLocation","HAS_ATTRIBUTE",""
"Attribute:ArrivalLocation","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:DepartureTime","HAS_ATTRIBUTE",""
"Attribute:DepartureTime","AttributeType:date","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ArrivalTime","HAS_ATTRIBUTE",""
"Attribute:ArrivalTime","AttributeType:date","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:FlightDuration","HAS_ATTRIBUTE",""
"Attribute:FlightDuration","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:FlightPrice","HAS_ATTRIBUTE",""
"Attribute:FlightPrice","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:RentalID","HAS_ATTRIBUTE",""
"Attribute:RentalID","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:CarType","HAS_ATTRIBUTE",""
"Attribute:CarType","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:RentalLocation","HAS_ATTRIBUTE",""
"Attribute:RentalLocation","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:RentalStartDate","HAS_ATTRIBUTE",""
"Attribute:RentalStartDate","AttributeType:date","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:RentalEndDate","HAS_ATTRIBUTE",""
"Attribute:RentalEndDate","AttributeType:date","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:RentalPrice","HAS_ATTRIBUTE",""
"Attribute:RentalPrice","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ActivityID","HAS_ATTRIBUTE",""
"Attribute:ActivityID","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ActivityName","HAS_ATTRIBUTE",""
"Attribute:ActivityName","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ActivityLocation","HAS_ATTRIBUTE",""
"Attribute:ActivityLocation","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ActivityDescription","HAS_ATTRIBUTE",""
"Attribute:ActivityDescription","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:ActivityPrice","HAS_ATTRIBUTE",""
"Attribute:ActivityPrice","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:PackageID","HAS_ATTRIBUTE",""
"Attribute:PackageID","AttributeType:numeric","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:PackageName","HAS_ATTRIBUTE",""
"Attribute:PackageName","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:PackageDescription","HAS_ATTRIBUTE",""
"Attribute:PackageDescription","AttributeType:text","HAS_TYPE",""
"Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","Attribute:PackagePrice","HAS_ATTRIBUTE",""
"Attribute:PackagePrice","AttributeType:numeric","HAS_TYPE",""
"Schema:Tweets","Attribute:Retweets","HAS_ATTRIBUTE",""
"Attribute:Retweets","AttributeType:numeric","HAS_TYPE",""
"Schema:Tweets","Attribute:Favorites","HAS_ATTRIBUTE",""
"Attribute:Favorites","AttributeType:numeric","HAS_TYPE",""
"Schema:Tweets","Attribute:User ID","HAS_ATTRIBUTE",""
"Attribute:User ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Tweets","Attribute:Tweet ID","HAS_ATTRIBUTE",""
"Attribute:Tweet ID","AttributeType:numeric","HAS_TYPE",""
"Schema:Tweets","Attribute:Hashtags","HAS_ATTRIBUTE",""
"Attribute:Hashtags","AttributeType:text","HAS_TYPE",""
"Schema:Tweets","Attribute:Mentioned users","HAS_ATTRIBUTE",""
"Attribute:Mentioned users","AttributeType:text","HAS_TYPE",""
"Schema:Tweets","Attribute:User name","HAS_ATTRIBUTE",""
"Attribute:User name","AttributeType:text","HAS_TYPE",""
"Schema:Tweets","Attribute:Tweet text","HAS_ATTRIBUTE",""
"Attribute:Tweet text","AttributeType:text","HAS_TYPE",""
"Schema:Tweets","Attribute:Tweet date/time","HAS_ATTRIBUTE",""
"Attribute:Tweet date/time","AttributeType:date","HAS_TYPE",""
"Schema:Temperature, Humidity, Precipitation, Wind Speed, Wind Direction","Attribute:Temperature","HAS_ATTRIBUTE",""
"Attribute:Temperature","AttributeType:numeric","HAS_TYPE",""
"Schema:Temperature, Humidity, Precipitation, Wind Speed, Wind Direction","Attribute:Humidity","HAS_ATTRIBUTE",""
"Attribute:Humidity","AttributeType:numeric","HAS_TYPE",""
"Schema:Temperature, Humidity, Precipitation, Wind Speed, Wind Direction","Attribute:Precipitation","HAS_ATTRIBUTE",""
"Attribute:Precipitation","AttributeType:numeric","HAS_TYPE",""
"Schema:Temperature, Humidity, Precipitation, Wind Speed, Wind Direction","Attribute:Wind Speed","HAS_ATTRIBUTE",""
"Attribute:Wind Speed","AttributeType:numeric","HAS_TYPE",""
"Schema:Temperature, Humidity, Precipitation, Wind Speed, Wind Direction","Attribute:Wind Direction","HAS_ATTRIBUTE",""
"Attribute:Wind Direction","AttributeType:text","HAS_TYPE",""
"Schema:Messages, Calls, Statuses, Contacts","Attribute:Sender","HAS_ATTRIBUTE",""
"Attribute:Sender","AttributeType:text","HAS_TYPE",""
"Schema:Messages, Calls, Statuses, Contacts","Attribute:Recipient","HAS_ATTRIBUTE",""
"Attribute:Recipient","AttributeType:text","HAS_TYPE",""
"Schema:Messages, Calls, Statuses, Contacts","Attribute:Timestamp","HAS_ATTRIBUTE",""
"Attribute:Timestamp","AttributeType:date","HAS_TYPE",""
"Schema:Messages, Calls, Statuses, Contacts","Attribute:Message","HAS_ATTRIBUTE",""
"Attribute:Message","AttributeType:text","HAS_TYPE",""
"Schema:Messages, Calls, Statuses, Contacts","Attribute:Conversation ID","HAS_ATTRIBUTE",""
"Attribute:Conversation ID","AttributeType:numeric","HAS_TYPE",""
"DataContext:Healthcare","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:Healthcare","Schema:Patients, Doctors, Visits, Procedures, Medications","HAS_SCHEMA",""
"DataContext:Healthcare","DataSource:Electronic Health Records (EHRs)","HAS_DATA_SOURCE",""
"DataContext:Healthcare","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:Healthcare","AnalysisScope:Historical data","HAS_ANALYSIS_SCOPE",""
"DataContext:Healthcare","DataDomain:Healthcare","HAS_DATA_DOMAIN",""
"DataContext:Healthcare","ContentType:Medical records","HAS_CONTENT_TYPE",""
"DataContext:Healthcare","FileFormat:XML, CSV","HAS_FILE_FORMAT",""
"DataContext:Financial","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:Financial","Schema:Transactions, Accounts, Customers","HAS_SCHEMA",""
"DataContext:Financial","DataSource:Banking systems","HAS_DATA_SOURCE",""
"DataContext:Financial","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:Financial","AnalysisScope:Real-time data","HAS_ANALYSIS_SCOPE",""
"DataContext:Financial","DataDomain:Finance","HAS_DATA_DOMAIN",""
"DataContext:Financial","ContentType:Financial transactions","HAS_CONTENT_TYPE",""
"DataContext:Financial","FileFormat:CSV, Excel","HAS_FILE_FORMAT",""
"DataContext:University Information System","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:University Information System","Schema:Students, Faculty, Courses, Enrollment","HAS_SCHEMA",""
"DataContext:University Information System","DataSource:University Database","HAS_DATA_SOURCE",""
"DataContext:University Information System","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:University Information System","AnalysisScope:Historical data","HAS_ANALYSIS_SCOPE",""
"DataContext:University Information System","DataDomain:Education","HAS_DATA_DOMAIN",""
"DataContext:University Information System","ContentType:Transactional data","HAS_CONTENT_TYPE",""
"DataContext:University Information System","FileFormat:SQL Server database","HAS_FILE_FORMAT",""
"DataContext:Retail","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:Retail","Schema:Products, Customers, Orders, Sales, Inventory","HAS_SCHEMA",""
"DataContext:Retail","DataSource:Point of Sale (POS) systems, E-commerce platforms","HAS_DATA_SOURCE",""
"DataContext:Retail","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:Retail","AnalysisScope:Real-time data","HAS_ANALYSIS_SCOPE",""
"DataContext:Retail","DataDomain:Retail","HAS_DATA_DOMAIN",""
"DataContext:Retail","ContentType:Sales and Inventory","HAS_CONTENT_TYPE",""
"DataContext:Retail","FileFormat:JSON, CSV","HAS_FILE_FORMAT",""
"DataContext:Social Media","DataType:Unstructured","HAS_DATA_TYPE",""
"DataContext:Social Media","Schema:User Profiles, Posts, Comments","HAS_SCHEMA",""
"DataContext:Social Media","DataSource:Twitter, Facebook, Instagram","HAS_DATA_SOURCE",""
"DataContext:Social Media","DataSize:Big","HAS_DATA_SIZE",""
"DataContext:Social Media","AnalysisScope:Real-time data","HAS_ANALYSIS_SCOPE",""
"DataContext:Social Media","DataDomain:Social Media","HAS_DATA_DOMAIN",""
"DataContext:Social Media","ContentType:User-generated content","HAS_CONTENT_TYPE",""
"DataContext:Social Media","FileFormat:JSON","HAS_FILE_FORMAT",""
"DataContext:Education","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:Education","Schema:Students, Teachers, Courses, Grades","HAS_SCHEMA",""
"DataContext:Education","DataSource:Student Information System (SIS)","HAS_DATA_SOURCE",""
"DataContext:Education","DataSize:Medium","HAS_DATA_SIZE",""
"DataContext:Education","AnalysisScope:Current semester","HAS_ANALYSIS_SCOPE",""
"DataContext:Education","DataDomain:Education","HAS_DATA_DOMAIN",""
"DataContext:Education","ContentType:Student and Course data","HAS_CONTENT_TYPE",""
"DataContext:Education","FileFormat:CSV","HAS_FILE_FORMAT",""
"DataContext:E-commerce","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:E-commerce","Schema:Products, Orders, Customers, Reviews, Payments","HAS_SCHEMA",""
"DataContext:E-commerce","DataSource:Website and Mobile App","HAS_DATA_SOURCE",""
"DataContext:E-commerce","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:E-commerce","AnalysisScope:Real-time data","HAS_ANALYSIS_SCOPE",""
"DataContext:E-commerce","DataDomain:Retail","HAS_DATA_DOMAIN",""
"DataContext:E-commerce","ContentType:Product information, Order information","HAS_CONTENT_TYPE",""
"DataContext:E-commerce","FileFormat:JSON, CSV","HAS_FILE_FORMAT",""
"DataContext:Travel","DataType:Structured","HAS_DATA_TYPE",""
"DataContext:Travel","Schema:Hotels, Flights, Car Rentals, Activities, Tour Packages","HAS_SCHEMA",""
"DataContext:Travel","DataSource:Online booking systems","HAS_DATA_SOURCE",""
"DataContext:Travel","DataSize:Large","HAS_DATA_SIZE",""
"DataContext:Travel","AnalysisScope:Real-time data","HAS_ANALYSIS_SCOPE",""
"DataContext:Travel","DataDomain:Travel","HAS_DATA_DOMAIN",""
